Index,Title_x,ID,Rating,Release Year,Duration,Cleaned_Title,Title_y,BoxOfficeMojo_Link,Title,Worldwide Gross,Domestic Gross,International Gross,Director,Cast and Crew
4928,4791. Jolly LLB,tt2621000,7.5,PG,1h 47m,Jolly LLB,4791. Jolly LLB,https://www.boxofficemojo.com/title/tt2621000/,Jolly LLB (2013),"$5,903,218",–,"$5,903,218",Subhash Kapoor,"Arshad Warsi (Jagdish Tyagi a.k.a. Jolly), Amrita Rao (Sandhya), Boman Irani (Advocate Rajpal), Saurabh Shukla (Judge Tripathy)"
4929,4792. Khuda Haafiz,tt7363104,7.1,2018,1h 39m,Khuda Haafiz,4792. Khuda Haafiz,https://www.boxofficemojo.com/title/tt7363104/,Khuda Haafiz (2020),–,–,–,Shasha Montana,"Vidyut Jammwal (Sameer), Soham Guha Mallick (Driver), Shivaleeka Oberoi (Nargis), Annu Kapoor (Usman Ali Murad)"
4930,4793. Kinky Boots,tt0434124,7.1,2h 6m,1h 26m,Kinky Boots,4793. Kinky Boots,https://www.boxofficemojo.com/title/tt0434124/,Kinky Boots (2005),"$9,950,133","$1,822,428","$8,127,705",Julian Jarrold,"Chiwetel Ejiofor (Lola), Joel Edgerton (Charlie), Sarah-Jane Potts (Lauren), Jemima Rooper (Nicola)"
4931,4794. The Son's Room,tt0208990,7.3,R,1h 34m,The Son's Room,4794. The Son's Room,https://www.boxofficemojo.com/title/tt0208990/,The Son's Room (2001),"$11,767,402","$1,016,340","$10,751,062",Nanni Moretti,"Nanni Moretti (Giovanni Sermonti), Laura Morante (Paola Sermonti), Jasmine Trinca (Irene Sermonti), Giuseppe Sanfelice (Andrea Sermonti)"
4932,4795. Knights of Badassdom,tt1545660,5.6,2021,1h 38m,Knights of Badassdom,4795. Knights of Badassdom,https://www.boxofficemojo.com/title/tt1545660/,Knights of Badassdom (2013),"$123,854","$123,854",–,Joe Lynch,"Ryan Kwanten (Joe), Steve Zahn (Eric), Peter Dinklage (Hung), Summer Glau (Gwen)"
4933,4796. Chained,tt1989475,6.4,1h 40m,1h 39m,Chained,4796. Chained,https://www.boxofficemojo.com/title/tt1989475/,Chained (2012),"$77,839",–,"$77,839",Jennifer Lynch,"Vincent D'Onofrio (Bob), Eamon Farren (Rabbit), Evan Bird (Younger Rabbit), Julia Ormond (Sarah Fittler)"
4934,4797. Dagon,tt0264508,6.2,R,1h 35m,Dagon,4797. Dagon,https://www.boxofficemojo.com/title/tt0264508/,Dagon (2001),"$145,046",–,"$145,046",Stuart Gordon,"Ezra Godden (Paul Marsh), Francisco Rabal (Ezequiel), Raquel Meroño (Bárbara), Macarena Gómez (Uxía Cambarro)"
4935,4798. Nancy Drew,tt0479500,5.9,2019,1h 38m,Nancy Drew,4798. Nancy Drew,https://www.boxofficemojo.com/title/tt0479500/,Nancy Drew (2007),"$30,715,465","$25,661,055","$5,054,410",Andrew Fleming,"Emma Roberts (Nancy Drew), Tate Donovan (Carson Drew), Max Thieriot (Ned Nickerson), Craig Gellis (Thug)"
4936,4799. Recep Ivedik 3,tt1577061,4.3,2h 6m,1h 44m,Recep Ivedik 3,4799. Recep Ivedik 3,https://www.boxofficemojo.com/title/tt1577061/,Recep Ivedik 3 (2010),"$22,588,876",–,"$22,588,876",Togan Gökbakar,"Sahan Gökbakar (Recep Ivedik), Zeynep Çamci (Zeynep), Sevim Yatlilar (Nezahat), Oktay Dener (Dede)"
4937,4800. After We Fell,tt13069986,4.8,PG-13,1h 51m,After We Fell,4800. After We Fell,https://www.boxofficemojo.com/title/tt13069986/,After We Fell (2021),"$21,753,705","$2,170,750","$19,582,955",Castille Landon,"Josephine Langford (Tessa), Hero Fiennes Tiffin (Hardin), Louise Lombard (Trish), Chance Perdomo (Landon)"
4938,4801. Genius,tt1703957,6.5,2006,1h 39m,Genius,4801. Genius,https://www.boxofficemojo.com/title/tt1703957/,Genius (2016),"$7,435,006","$1,361,045","$6,073,961",Thomas Wolfe,"Colin Firth (Max Perkins), Jude Law (Thomas Wolfe), Nicole Kidman (Aline Bernstein), Laura Linney (Louise Perkins)"
4939,4802. Tallulah,tt1639084,6.7,1h 38m,1h 49m,Tallulah,4802. Tallulah,https://www.boxofficemojo.com/title/tt1639084/,Tallulah (2016),–,–,–,Sian Heder,"Elliot Page (Tallulah), Allison Janney (Margo), Tammy Blanchard (Carolyn), Evan Jonigkeit (Nico)"
4940,4803. The Sadness,tt13872248,6.5,PG-13,1h 24m,The Sadness,4803. The Sadness,https://www.boxofficemojo.com/title/tt13872248/,The Sadness (2021),"$430,254",–,"$430,254",Rob Jabbaz,"Berant Zhu (Jim), Regina Lei (Kat), Ying-Ru Chen (Molly), Tzu-Chiang Wang (Businessman)"
4941,4804. The History Boys,tt0464049,6.8,2002,2h 12m,The History Boys,4804. The History Boys,https://www.boxofficemojo.com/title/tt0464049/,The History Boys (2006),"$13,407,101","$2,706,659","$10,700,442",Nicholas Hytner,"Richard Griffiths (Hector), Frances de la Tour (Mrs. Lintott), Clive Merrison (The Headmaster), Samuel Anderson (Crowther)"
4942,4805. Casa de mi Padre,tt1702425,5.5,1h 31m,1h 38m,Casa de mi Padre,4805. Casa de mi Padre,https://www.boxofficemojo.com/title/tt1702425/,Casa de mi Padre (2012),"$8,446,952","$5,909,483","$2,537,469",Matt Piedmont,"Will Ferrell (Armando), Gael García Bernal (Onza), Diego Luna (Raul), Nick Offerman (DEA Agent Parker)"
4943,4806. An Officer and a Spy,tt2398149,7.2,R,1h 39m,An Officer and a Spy,4806. An Officer and a Spy,https://www.boxofficemojo.com/title/tt2398149/,An Officer and a Spy (2019),"$18,925,109",–,"$18,925,109",Alfred Dreyfus,"Louis Garrel (Alfred Dreyfus), Christophe Maratier (Adjudant dégradation), Pierre Poirot (Greffier Vallecalle), Stéfan Godin (Général Darras)"
4944,4807. Wadjda,tt2258858,7.5,2005,2h 8m,Wadjda,4807. Wadjda,https://www.boxofficemojo.com/title/tt2258858/,Wadjda (2012),"$6,499,169","$1,347,747","$5,151,422",Haifaa Al-Mansour,"Waad Mohammed (Wadjda), Reem Abdullah (Mother), Abdullrahman Al Gohani (Abdullah), Ahd (Ms. Hussa)"
4945,4808. The Sacrament,tt2383068,6.1,2h 8m,1h 40m,The Sacrament,4808. The Sacrament,https://www.boxofficemojo.com/title/tt2383068/,The Sacrament (2013),"$9,221","$9,221",–,Ti West,"Joe Swanberg (Jake Williams), AJ Bowen (Sam Turner), Kentucker Audley (Patrick), Amy Seimetz (Caroline)"
4946,4809. Happy as Lazzaro,tt6752992,7.5,PG-13,2h 35m,Happy as Lazzaro,4809. Happy as Lazzaro,https://www.boxofficemojo.com/title/tt6752992/,Happy as Lazzaro (2018),"$1,824,399",–,"$1,824,399",Alice Rohrwacher,"Adriano Tardiolo (Lazzaro), Agnese Graziani (Antonia bambina), Alba Rohrwacher (Antonia), Luca Chikovani (Tancredi giovane)"
4947,4810. Columbus,tt5990474,7.2,2010,1h 50m,Columbus,4810. Columbus,https://www.boxofficemojo.com/title/tt5990474/,Columbus (2017),"$1,094,217","$1,017,107","$77,110",Kogonada,"John Cho (Jin), Haley Lu Richardson (Casey), Parker Posey (Eleanor), Michelle Forbes (Maria)"
4948,4811. Battle Royale II,tt0338763,4.6,1h 51m,1h 39m,Battle Royale II,4811. Battle Royale II,https://www.boxofficemojo.com/title/tt0338763/,Battle Royale II (2003),"$14,902,587",–,"$14,902,587",Kenta Fukasaku,"Tatsuya Fujiwara (Shuya Nanahara), Ai Maeda (Shiori Kitano (Transfer Student)), Shûgo Oshinari (Takuma Aoi), Ayana Sakai (Nao Asakura)"
4949,4812. Mother/Android,tt13029044,4.9,R,1h 54m,Mother/Android,4812. Mother/Android,https://www.boxofficemojo.com/title/tt13029044/,Mother/Android (2021),–,–,–,Mattson Tomlin,"Chloë Grace Moretz (Georgia), Algee Smith (Sam), Raúl Castillo (Arthur), Linnea Gardner (Sarah)"
4950,4813. Suspect Zero,tt0324127,5.8,2010,2h 5m,Suspect Zero,4813. Suspect Zero,https://www.boxofficemojo.com/title/tt0324127/,Suspect Zero (2004),"$11,416,075","$8,725,813","$2,690,262",E. Elias Merhige,"Aaron Eckhart (Thomas Mackelway), Ben Kingsley (Benjamin O'Ryan), Carrie-Anne Moss (Fran Kulok), Harry Lennix (Rich Charleton)"
4951,4814. Universal Soldier: Day of Reckoning,tt1659343,5.1,1h 31m,1h 35m,Universal Soldier: Day of Reckoning,4814. Universal Soldier: Day of Reckoning,https://www.boxofficemojo.com/title/tt1659343/,Universal Soldier: Day of Reckoning (2012),"$1,402,307","$5,460","$1,396,847",John Hyams,"Jean-Claude Van Damme (Luc Deveraux), Dolph Lundgren (Andrew Scott), Scott Adkins (John), Mariah Bonner (Sarah)"
4952,4815. Truth,tt3859076,6.8,R,1h 48m,Truth,4815. Truth,https://www.boxofficemojo.com/title/tt3859076/,Truth (2015),"$5,383,097","$2,541,854","$2,841,243",James Vanderbilt,"Cate Blanchett (Mary Mapes), Robert Redford (Dan Rather), Dennis Quaid (Lt. Col. Roger Charles), Elisabeth Moss (Lucy Scott)"
4953,4816. 5 to 7,tt2486678,7.1,2015,1h 11m,5 to 7,4816. 5 to 7,https://www.boxofficemojo.com/title/tt2486678/,5 to 7 (2014),"$674,579","$162,685","$511,894",Victor Levin,"Anton Yelchin (Brian Bloom), Bérénice Marlohe (Arielle Pierpont), Olivia Thirlby (Jane Hastings), Lambert Wilson (Valéry Pierpont)"
4954,4817. Henry's Crime,tt1220888,5.9,1h 46m,1h 34m,Henry's Crime,4817. Henry's Crime,https://www.boxofficemojo.com/title/tt1220888/,Henry's Crime (2010),"$2,169,799","$102,541","$2,067,258",Malcolm Venville,"Keanu Reeves (Henry Torne), Vera Farmiga (Julie Ivanova), James Caan (Max Saltzman), Judy Greer (Debbie Torne)"
4955,4818. The Party,tt5814592,6.5,PG-13,2h 7m,The Party,4818. The Party,https://www.boxofficemojo.com/title/tt5814592/,The Party (2017),"$5,597,950","$749,827","$4,848,123",Sally Potter,"Timothy Spall (Bill), Kristin Scott Thomas (Janet), Patricia Clarkson (April), Bruno Ganz (Gottfried)"
4956,4819. Can You Keep a Secret?,tt8707922,5.4,2005,1h 38m,Can You Keep a Secret?,4819. Can You Keep a Secret?,https://www.boxofficemojo.com/title/tt8707922/,Can You Keep a Secret? (2019),"$1,378,160",–,"$1,378,160",Elise Durán,"Alexandra Daddario (Emma Corrigan), Tyler Hoechlin (Jack Harper), Sunita Mani (Lissy), David Ebert (Connor)"
4957,4820. Dragon Blade,tt3672840,5.9,1h 50m,1h 47m,Dragon Blade,4820. Dragon Blade,https://www.boxofficemojo.com/title/tt3672840/,Dragon Blade (2015),"$122,606,884","$74,068","$122,532,816",Daniel Lee,"Jackie Chan (Huo An), John Cusack (Lucius), Adrien Brody (Tiberius), Choi Siwon (Yin Po)"
4958,4821. Quartet,tt1441951,6.8,R,2h 27m,Quartet,4821. Quartet,https://www.boxofficemojo.com/title/tt1441951/,Quartet (2012),"$59,520,298","$18,390,117","$41,130,181",Dustin Hoffman,"Maggie Smith (Jean Horton), Michael Gambon (Cedric Livingstone), Billy Connolly (Wilf Bond), Tom Courtenay (Reggie Paget)"
4959,4822. Pele: Birth of a Legend,tt0995868,7.1,2004,1h 39m,Pele: Birth of a Legend,4822. Pele: Birth of a Legend,https://www.boxofficemojo.com/title/tt0995868/,Pele: Birth of a Legend (2016),"$7,846,608","$57,046","$7,789,562",Jeff Zimbalist,"Vincent D'Onofrio (Feola), Rodrigo Santoro (Brazilian Announcer), Diego Boneta (Jose), Seu Jorge (Dondinho)"
4960,4823. Badhaai Do,tt11934846,7.0,1h 26m,1h 54m,Badhaai Do,4823. Badhaai Do,https://www.boxofficemojo.com/title/tt11934846/,Badhaai Do (2022),"$1,138,046",–,"$1,138,046",Harshavardhan Kulkarni,"Rajkummar Rao (Shardul Thakur), Bhumi Pednekar (Sumi Singh), Chum Darang (Rimjhim Jongkey), Sheeba Chaddha (Baby Thakur)"
4961,4824. Redbelt,tt1012804,6.7,PG-13,1h 47m,Redbelt,4824. Redbelt,https://www.boxofficemojo.com/title/tt1012804/,Redbelt (2008),"$2,674,090","$2,345,941","$328,149",David Mamet,"Chiwetel Ejiofor (Mike Terry), Tim Allen (Chet Frank), Emily Mortimer (Laura Black), Max Martini (Joe Collins)"
4962,4825. Knox Goes Away,tt20115766,7.0,2019,1h 30m,Knox Goes Away,4825. Knox Goes Away,https://www.boxofficemojo.com/title/tt20115766/,Knox Goes Away (2023),"$958,124",–,"$958,124",Michael Keaton,"Michael Keaton (John 'Aristotle' Knox), Ray McKinnon (Thomas Muncie), Cassie Moronez (Waitress), Paul Perri (Dr. Burns)"
4963,4826. The Burning Plain,tt1068641,6.7,1h 30m,1h 50m,The Burning Plain,4826. The Burning Plain,https://www.boxofficemojo.com/title/tt1068641/,The Burning Plain (2008),"$5,642,478","$200,730","$5,441,748",Guillermo Arriaga,"Charlize Theron (Sylvia), John Corbett (John), José María Yazpik (Carlos), Robin Tunney (Laura)"
4964,4827. Saints and Soldiers,tt0373283,6.7,R,1h 57m,Saints and Soldiers,4827. Saints and Soldiers,https://www.boxofficemojo.com/title/tt0373283/,Saints and Soldiers (2003),"$1,310,470","$1,310,470",–,Ryan Little,"Corbin Allred (Corporal 'Deacon' Greer), Alexander Polinsky (Medic Steven Gould), Kirby Heyborne (Flight Sergeant Oberon Winley), Larry Bagby (Private Shirl Kendrick)"
4965,4828. A Private War,tt2368254,6.7,2013,1h 35m,A Private War,4828. A Private War,https://www.boxofficemojo.com/title/tt2368254/,A Private War (2018),"$3,915,207","$1,633,208","$2,281,999",Matthew Heineman,"Rosamund Pike (Marie Colvin), Alexandra Moen (Zoe), Tom Hollander (Sean Ryan), Faye Marsay (Kate Richardson)"
4966,4829. Their Finest,tt1661275,6.8,1h 42m,1h 46m,Their Finest,4829. Their Finest,https://www.boxofficemojo.com/title/tt1661275/,Their Finest (2016),"$12,597,262","$3,603,484","$8,993,778",Lone Scherfig,"Gemma Arterton (Catrin Cole), Sam Claflin (Tom Buckley), Bill Nighy (Ambrose Hilliard/Uncle Frank), Richard E. Grant (Roger Swain)"
4967,4830. Exit 0,tt6745550,4.7,PG,1h 25m,Exit 0,4830. Exit 0,https://www.boxofficemojo.com/title/tt6745550/,Exit 0 (2019),–,–,–,E.B. Hughes,"Gabe Fazio (Billy Curtis), Augie Duke (Lisa), Federico Castelluccio (Detective Mueller), Peter Greene (The Writer)"
4968,4831. Newton,tt6484982,7.6,2016,1h 34m,Newton,4831. Newton,https://www.boxofficemojo.com/title/tt6484982/,Newton (2017),"$14,426",–,"$14,426",Amit Masurkar,"Rajkummar Rao (Newton Kumar), Pankaj Tripathi (Aatma Singh), Anjali Patil (Malko Netam), Raghubir Yadav (Loknath)"
4969,4832. Swimfan,tt0283026,5.1,2h 10m,1h 32m,Swimfan,4832. Swimfan,https://www.boxofficemojo.com/title/tt0283026/,Swimfan (2002),"$34,411,240","$28,564,995","$5,846,245",John Polson,"Jesse Bradford (Ben Cronin), Erika Christensen (Madison Bell), Shiri Appleby (Amy Miller), Kate Burton (Carla Cronin)"
4970,4833. The Reef,tt1320291,5.8,Not Rated,2h 17m,The Reef,4833. The Reef,https://www.boxofficemojo.com/title/tt1320291/,The Reef (2010),"$67,753",–,"$67,753",Andrew Traucki,"Damian Walshe-Howling (Luke), Gyton Grantley (Matt), Adrienne Pickering (Suzie), Zoe Naylor (Kate)"
4971,4834. Silent Night,tt11628854,5.8,2007,1h 31m,Silent Night,4834. Silent Night,https://www.boxofficemojo.com/title/tt11628854/,Silent Night (2023),"$11,067,228","$8,012,103","$3,055,125",John Woo,"Joel Kinnaman (Brian Godlock), Kid Cudi (Detective Dennis Vassell), Harold Torres (Playa), Catalina Sandino Moreno (Saya Godlock)"
4972,4834. Silent Night,tt11628854,5.8,2007,1h 31m,Silent Night,4834. Silent Night,https://www.boxofficemojo.com/title/tt11628854/,Silent Night (2021),"$438,825",–,"$438,825",Camille Griffin,"Keira Knightley (Nell), Matthew Goode (Simon), Roman Griffin Davis (Art), Annabelle Wallis (Sandra)"
4973,4835. The Beasts,tt15006566,7.5,1h 52m,1h 35m,The Beasts,4835. The Beasts,https://www.boxofficemojo.com/title/tt15006566/,The Beasts (2022),"$10,067,896","$46,105","$10,021,791",Rodrigo Sorogoyen,"Marina Foïs (Olga), Denis Ménochet (Antoine), Luis Zahera (Xan), Diego Anido (Lorenzo)"
4974,4836. Burke and Hare,tt1320239,6.1,PG-13,1h 40m,Burke and Hare,4836. Burke and Hare,https://www.boxofficemojo.com/title/tt1320239/,Burke and Hare (2010),"$4,791,599","$4,833","$4,786,766",John Landis,"Bill Bailey (Hangman), Tom Wilkinson (Doctor Robert Knox), Michael Smiley (Patterson), Tim Curry (Doctor Monro)"
4975,4837. Head of State,tt0325537,5.5,2011,1h 44m,Head of State,4837. Head of State,https://www.boxofficemojo.com/title/tt0325537/,Head of State (2003),"$38,620,484","$38,125,247","$495,237",Chris Rock,"Chris Rock (Mays Gilliam), Bernie Mac (Mitch Gilliam), Lynn Whitfield (Debra Lassiter), Dylan Baker (Martin Geller)"
4976,4838. Intruders,tt1634121,5.4,2h,1h 43m,Intruders,4838. Intruders,https://www.boxofficemojo.com/title/tt1634121/,Intruders (2011),"$5,486,559","$69,136","$5,417,423",Juan Carlos Fresnadillo,"Clive Owen (John), Carice van Houten (Susanna), Izán Corchero (Juan), Ella Purnell (Mia)"
4977,4838. Intruders,tt1634121,5.4,2h,1h 43m,Intruders,4838. Intruders,https://www.boxofficemojo.com/title/tt1634121/,Intruders (2015),–,–,–,Adam Schindler,"Rory Culkin (Dan Cooper), Leticia Jimenez (Charlotte), Jack Kesy (J.P. Henson), Timothy McKinney (Conrad)"
4978,4839. In a Valley of Violence,tt3608930,6.1,R,1h 38m,In a Valley of Violence,4839. In a Valley of Violence,https://www.boxofficemojo.com/title/tt3608930/,In a Valley of Violence (2016),"$61,797","$61,797",–,Ti West,"Ethan Hawke (Paul), John Travolta (Marshal), Taissa Farmiga (Mary-Anne), James Ransone (Gilly)"
4979,4840. Grace of Monaco,tt2095649,5.7,2016,1h 54m,Grace of Monaco,4840. Grace of Monaco,https://www.boxofficemojo.com/title/tt2095649/,Grace of Monaco (2014),"$27,515,247",–,"$27,515,247",Olivier Dahan,"Nicole Kidman (Grace), Tim Roth (Prince Rainier), André Penvern (Charles de Gaulle), Frank Langella (Francis Tucker)"
4980,4841. The Quiet Ones,tt2235779,5.1,2h 15m,2h 7m,The Quiet Ones,4841. The Quiet Ones,https://www.boxofficemojo.com/title/tt2235779/,The Quiet Ones (2014),"$17,836,124","$8,509,867","$9,325,295",John Pogue,"Jared Harris (Professor Joseph Coupland), Sam Claflin (Brian McNeil), Olivia Cooke (Jane Harper), Erin Richards (Krissi Dalton)"
4981,4842. Ali Baba and the Seven Dwarfs,tt4728338,5.6,2008,1h 49m,Ali Baba and the Seven Dwarfs,4842. Ali Baba and the Seven Dwarfs,https://www.boxofficemojo.com/title/tt4728338/,Ali Baba and the Seven Dwarfs (2015),"$7,816,034",–,"$7,816,034",Cem Yilmaz,"Cem Yilmaz (Ali Senay/Boris Mancov), Çetin Altay (Ilber), Irina Ivkina (Veronica), Can Yilmaz (Ismail)"
4982,4843. Blood Ties,tt1747958,6.5,1h 39m,1h 51m,Blood Ties,4843. Blood Ties,https://www.boxofficemojo.com/title/tt1747958/,Blood Ties (2013),"$2,566,435","$42,472","$2,523,963",Guillaume Canet,"Clive Owen (Chris), Marion Cotillard (Monica), Billy Crudup (Frank), Mila Kunis (Natalie)"
4983,4844. My Big Fat Bride,tt3495030,7.5,R,1h 34m,My Big Fat Bride,4844. My Big Fat Bride,https://www.boxofficemojo.com/title/tt3495030/,My Big Fat Bride (2015),"$4,219,952",–,"$4,219,952",Sharat Katariya,"Ayushmann Khurrana (Prem Prakash Tiwari), Bhumi Pednekar (Sandhya Verma), Sanjay Mishra (Chandrabhan Tiwari), Sheeba Chaddha (Nain Tara)"
4984,4845. The Electrical Life of Louis Wain,tt10687506,6.8,2003,2h 5m,The Electrical Life of Louis Wain,4845. The Electrical Life of Louis Wain,https://www.boxofficemojo.com/title/tt10687506/,The Electrical Life of Louis Wain (2021),"$1,509,173",–,"$1,509,173",Will Sharpe,"Benedict Cumberbatch (Louis Wain), Claire Foy (Emily Richardson-Wain), Andrea Riseborough (Caroline Wain), Toby Jones (Sir William Ingram)"
4985,4846. So Undercover,tt1766094,5.0,1h 38m,1h 52m,So Undercover,4846. So Undercover,https://www.boxofficemojo.com/title/tt1766094/,So Undercover (2012),"$2,562,285",–,"$2,562,285",Tom Vaughan,"Miley Cyrus (Molly/Brook), Jeremy Piven (Armon), Mike O'Malley (Sam), Josh Bowman (Nicholas)"
4986,4847. Russian Dolls,tt0409184,7.0,PG,1h 56m,Russian Dolls,4847. Russian Dolls,https://www.boxofficemojo.com/title/tt0409184/,Russian Dolls (2005),"$23,727,301","$326,095","$23,401,206",Cédric Klapisch,"Romain Duris (Xavier Rousseau), Kelly Reilly (Wendy), Audrey Tautou (Martine), Cécile de France (Isabelle)"
4987,4848. Resurrecting the Champ,tt0416185,6.7,2008,1h 26m,Resurrecting the Champ,4848. Resurrecting the Champ,https://www.boxofficemojo.com/title/tt0416185/,Resurrecting the Champ (2007),"$3,243,611","$3,172,573","$71,038",Rod Lurie,"Samuel L. Jackson (Champ), Josh Hartnett (Erik Kernan Jr.), Kathryn Morris (Joyce Kernan), Dakota Goyo (Teddy Kernan)"
4988,4849. The Limits of Control,tt1135092,6.2,1h 44m,1h 44m,The Limits of Control,4849. The Limits of Control,https://www.boxofficemojo.com/title/tt1135092/,The Limits of Control (2009),"$1,981,134","$426,688","$1,554,446",Jim Jarmusch,"Isaach De Bankolé (Lone Man), Alex Descas (Creole), Jean-François Stévenin (French), Óscar Jaenada (Waiter)"
4989,4850. Tape,tt0275719,7.2,PG-13,1h 37m,Tape,4850. Tape,https://www.boxofficemojo.com/title/tt0275719/,Tape (2001),"$515,900","$490,475","$25,425",Richard Linklater,"Ethan Hawke (Vin), Robert Sean Leonard (Jon), Uma Thurman (Amy)"
4990,4851. Cracks,tt1183665,6.6,2007,2h,Cracks,4851. Cracks,https://www.boxofficemojo.com/title/tt1183665/,Cracks (2009),"$101,860","$29,683","$72,177",Jordan Scott,"Eva Green (Miss G), Juno Temple (Di), María Valverde (Fiamma), Imogen Poots (Poppy)"
4991,4852. The Lie,tt7945440,5.8,1h 26m,1h 35m,The Lie,4852. The Lie,https://www.boxofficemojo.com/title/tt7945440/,The Lie (2018),–,–,–,Veena Sud,"Peter Sarsgaard (Jay), Mireille Enos (Rebecca), Joey King (Kayla), Cas Anvar (Sam)"
4992,4853. The Love Witch,tt3908142,6.2,PG-13,1h 29m,The Love Witch,4853. The Love Witch,https://www.boxofficemojo.com/title/tt3908142/,The Love Witch (2016),"$258,576","$228,894","$29,682",Anna Biller,"Samantha Robinson (Elaine Parks), Jeffrey Vincent Parise (Wayne Peters), Laura Waddell (Trish), Gian Keys (Griff Meadows)"
4993,4854. Monsieur Lazhar,tt2011971,7.5,2019,1h 26m,Monsieur Lazhar,4854. Monsieur Lazhar,https://www.boxofficemojo.com/title/tt2011971/,Monsieur Lazhar (2011),"$9,074,711","$2,009,517","$7,065,194",Philippe Falardeau,"Mohamed Fellag (Bachir Lazhar), Sophie Nélisse (Alice L'Écuyer), Émilien Néron (Simon), Danielle Proulx (Mme Vaillancourt)"
